KEEP VING TRASH TRASH2
keep going with him
keep saying , no
kept saying do n't
keep taping me !
keep taping them .
keep putting that ,
keep looking at it
keep looking at it
kept having a lot
kept breaking down and
kept putting the curlers
kept coming out .
keeps stopping but she
kept blowing before though
kept putting Mm .
keep using the bay
keep getting damaged and
keep lending him money
keep sending , they
keep changing my passport
keep going past the
keep crossing me the
keeps buying these this
kept going there all
keep saying that to
keeps flashing their lights
keep doing it .
keeps going up and
keep forgetting that bloody
keep going That ?
keep repairing , [unclear]
keep coming on and
keep going until the
keep coming on and
keep turning it off
keep putting it off
keep washing it .
keep talking Carla .
keep giving her a
kept saying , they
keep carrying the shopping
kept saying oh we
kept speaking about him
kept speaking about him
keeps coming in and
keep having these though
keep saying oh we
kept knocking him out
keep talking amongst yourselves
Keep blowing Ca n't
keep saying just a
kept looking over there
keeps kicking her legs
keep moving with his
keep complaining every time
keep telling me .
keep smoking them until
keep breaking . I
kept phoning her up
kept thinking of Charles
keep going up and
keep bumping them it
keep saying shh ,
keep saying turn it
keep coughing like that
keep asking them but
kept pulling and I
keep going and one
keep forgetting . You
keeps going on about
keep driving all the
keep stopping before it
keeps saying hello ,
keeps giving little bits
keeps coming out all
keeps popping back in
keep topping that you
keep going so the
keeps saying two .
keeps saying [unclear] And
kept getting was thirty
kept looking at you
kept getting horses .
keep sitting down to
keep going down and
keep looking and I
keeps smelling the washing
keep having it .
keeps banging in the
keep hitting each other
keeps going [unclear] No
kept looking in mine
keep going round .
keep shouting at me
keep changing everything round
keeps giving [unclear] there
keep going surely ?
keeps falling over .
keep doing this .
keep getting down here
keep getting down ?
keep going forever .
keep giving me money
keep going . Straight
kept giving it out
keep talking as we
keeps moping on about
kept giving you doubts
kept coming round ,
keep moving that she
keep putting [unclear] I
kept waking up constantly
kept shouting for mummy
keep waking up for
keeps going on it
keep peeling the bottom
keep fitting can you
keep going back ,
kept sticking out when
keep going what ?
keep telling me about
keeps apologizing for him
keep missing out number
keeps missing out fifteen
keep preaching at you
keep talking Yeah it
keep talking normally .
keeps going through that
kept waiting and I
keep demanding from the
keep moving the whole
keep moving all the
keeps getting round your
keeping going . Yes
keep using the water
keep doing with your
keep digging them up
keep growing . Yes
keep hoeing all the
keeps giving me splinters
keep cutting my fingers
keep going down to
keep going with it
keeps going back to
keep lowering the sound
keep sending them back
kept thinking of this
keep going , yes
keep going like this
kept saying how childish
keep going like that
keep doing these pools
keep sending these coupons
kept running up and
keep doing that you
keep making you conditional
keep saying , I
keep getting that bloody
kept turning over I
keep moaning her feet
kept coming in Oh
keep going on to
keep forgetting is the
kept pulling it and
kept bringing me up
keep staying in .
kept doing that and
keep getting under my
kept kicking it the
kept saying straight heads
kept coming over sick
keep going though totally
keep getting , I
keep taking them off
keep taking your glasses
kept saying go for
keeps coming off ?
keep bumping into you
keep finding it .
keep looking at suits
keep looking for signs
keep trying that with
keep going out there
kept turning round and
keep telling me .
keep driving round Wokingham
kept waiting for him
kept falling through .
keep changing their minds
kept saying , oh
kept coming and si
keep threatening if he
keep having a conversation
kept using very long
keeps getting mine out
keep banging it .
keep trying Turning .
kept going on about
kept going shhh I
keep forgetting every so
kept turning the music
kept turning it down
kept going what you
kept complaining . What
keeps doing that today
kept going up for
keep flashing on .
keep growing it .
keep looking , unless
kept looking at me
keep getting the lady
keep coming out to
kept going on and
kept going up and
keeps going up to
kept coming and she
kept going over like
keep pushing out .
keep pushing their prices
keep lifting their prices
keep giving you it
Keep going . You
keep getting out the
keeps going round supermarkets
keeps taking throwing her
kept walking into the
keep asking a girl
keep going on about
Keep adding ninety nines
kept chasing me round
keep going feeling ,
kept getting twenty Ps
keeps asking for her
keep going back to
keep making trips back
keep turning it up
keep walking in this
kept breaking your promises
kept saying , just
keep being [unclear] ,
keep going up dad
Keep going ! Doggy
keep moving this from
kept opening the window
keep getting killed and
keep pushing your finger
kept going quack so
keep coming in and
kept saying ! They
keep pushing ! Same
keep bringing them round
kept calling her back
kept picking the jacks
Keep telling him and
keeps ringing us up
keep scratching . You
keep chucking two quid
kept getting lost so
keep going round ,
keep working here Oh
keep saying come on
keeps checking me for
keep hatching it out
kept saying can you
kept phoning her every
kept looking at her
kept saying , Debbie
Keep picking them up
kept scoring those ones
keeps getting two [unclear]
keep getting their [unclear]
keeps going off into
keep chucking out !
keep talking ! You
keep getting bloody eight
keep going , she
keep going , that
keeps handing me the
keep going off wi
keep walking round him
keeps doing it she
keep doing it silly
kept singing it this
keep singing it ?
keep losing them little
keep coming in and
keep kissing him and
keeps buying all these
keep doing that .
keeps getting in No
kept getting bad ,
Keep looking and then
keep going in them
keeps going like that
keep telling you to
keep telling him ,
keep coming ? I
keep saying that !
keep coming down there
kept getting in her
kept calling him back
kept slipping down her
keep saying something ,
keep messing about like
keep being cheeky .
keep going round !
keep buying You just
keep going round yeah
keep rubbing it in
keep winning you just
keep saying ! I
keep going till I
Keep going till I
keep doing that it
keep getting there One
keeps puffing smoke it
keep going ? Yeah
keep putting them on
keeps going on about
kept looking after that
keep going or sometimes
keep screaming into it
keep filling it up
kept saying is ,
keep getting er this
keeps getting this person
keep saying no she
Keep flashing me to
keep getting off them
keep asking everybody if
keep affording this !
kept looking at me
kept coming up ,
keep buying an extra
kept knocking it over
keep buying the buggers
keep telling me they
keep going wrong with
keep pulling it to
kept asking him if
keep using me best
keep collecting it ?
keep getting mixed up
kept hitting it .
keeps coming on .
keeps flickering on and
keeps saying oh there
keep asking them but
kept chucking bricks at
keep going . Aye
keep going . And
keeps doing that now
keep forgetting . I
keep telling you .
keep sending me one
kept getting stuck It
keep telling him off
keep taking them !
keep thinking my back
keep replacing them and
keeps chasing them .
keeps going Geoffrey Chaucer
keep putting it in
keep reaching over the
keep talking about it
keep picking green for
keep picking up your
keep changing them ?
keep showing it to
keep saying that one
keep going for the
kept going on and
kept going er ,
keep looking at that
keep going along the
keep coming straight down
keep thinking about it
keep pestering you ?
keep pestering your mother
keep getting same leg
keeps falling off the
keeps going in a
keep coming up [unclear]
kept flying up !
kept getting percentages .
keep nattering and they
keep wondering if she
kept saying , but
keeps saying that every
keeps saying that !
keep hitting it like
kept hitting it ,
kept hitting it like
keep making the sa
keep telling you !
keeps digging rabbits up
kept banging his head
keeps changing style .
keep fucking on and
keep going up there
keep going next alright
keep telling the other
Keeps turning it on
keep saying and it
keep looking for work
kept going on and
keep telling you he
kept going like this
keeps seeing ? El
keep shouting come here
keep messing about with
keep trying Laura .
keep topping it up
keep sending these nails
kept thinking any minute
kept thinking ooh What
keep doing it I
keep exercising him ,
kept going , so
keeps doing this You
keep being careful and
keeps saying oh it
keep saying when they
kept steaming up .
kept falling asleep .
kept folding the wheels
keep going . He
kept talking about ?
keep checking themselves so
Keep going . You
keep telling the old
keeps coming back and
keeps seeing him and
keep going for it
kept shouting Rock on
keep changing it .
keep coming up to
keeps letting his brother
keep remembering holographs ho
kept waiting for me
keeps doing that or
keep doing that you
keeps hiding behind the
kept taking the piss
keep going with the
keep going and again
keep going , oh
kept going with big
keep going on like
keeps standing on !
keeps gawping at her
kept coming up and
kept setting them off
keep making up loads
keep saying , tree
keep putting stuff on
keep doing it wrong
kept looking at these
kept looking at them
keep falling down .
keep falling down ?
keep bashing them .
keep saying that ?
keep asking me ?
keep saying the same
keep saying it. ?
kept staring at my
kept saying wha ,
keep saying No mum
keep getting him on
keep getting up .
keeps rabbitting on about
keep biting it then
keep getting up in
kept turning [unclear] nothing
keep getting appointments ,
keep ringing him up
keeps dropping out when
keep moving it about
keep saying , mummy
keep telling me ?
keep pressing that one
keep making films because
kept saying that We
keep going in it
kept getting this er
keep pulling back up
keep mentioning it ,
keep moving the chair
keep trying the pools
Kept stopping and then
keeps filming us !
kept saying things .
kept spinning round and
keep looking at me
Keep going until um
keep building them .
keep telling me that
keep going dear cos
keep calling you Kate
keep going about nervous
keep moving ahead a
keep buying after I
keep buying them every
keep giving me !
Keeps making me black
keep peeping round .
keep going wrong on
keep chucking this little
keep tempting me !
kept singing it !
kept blowing in ,
keeps trying , er
keep thinking about your
keep thinking about your
keep going forwards so
keep using the big
keep looking at the
keep putting up bloody
kept eating lots of
kept saying well I
keep saying if you
keep going up to
keep saying , why
keep watching it Bit
Keep getting those letter
keep going through my
keeps going up and
Keep going back for
keep talking about us
keep saying bring it
keep telling me to
keep asking me how
keep asking your mate
keep going . But
kept going up to
kept travelling up and
kept bringing all these
kept having these parties
kept going round the
keeps talking about him
Keep hounding her .
kept doing this for
keep thinking is that
keeps falling off .
keep doing it till
kept doing it to
kept talking , Mm
keeps doing it he
keep going like that
keep looking at mine
keep saying do n't
kept persisting because he
keep going on I
keep filling it up
keep going perhaps until
keep going until it
keep forgetting her name
keep wandering about for
keep going , this
keep hitting his leg
keep telling me I
keep going hey ho
keeps ringing up .
keep telling you you
keep pumping that up
keeps saying , what
keep trying . [gap:telephone_number]
keep forgetting all the
keep knocking it around
keep working hard ,
keep noticing , either
kept saying yes to
kept checking up .
kept checking up on
kept checking up on
kept checking up on
kept putting off important
keeps starting something and
keep breaking you off
keeps coming out with
kept asking her ,
keeps appealing when this
keeps saying not out
keeps getting vital wickets
keep saying it ,
keeps bringing this two
keeps coming in .
keep bodging it up
keep doing it and
keep running up and
keep taking it round
keep getting her to
keeps saying , you
kept going on and
kept coming back to
kept saying , yes
kept saying , in
kept saying , yes
keeps telling us that
keep threatening the government
keep keeping unemployed people
kept turning it on
keep saying album we
keep going back to
keep catching up with
keep talking about what
keeps coming down and
keeps changing its mind
kept making the point
kept saying do n't
keep doing that ,
keep coming at them
keeps getting down that
keeps getting crosses in
keep reminding you about
keep sending postcards to
kept telling us about
kept pestering him and
keep having , it
keeps being sick Well
keep trimming it and
Keep going , that
keep stirring it okay
keep following that cut
kept coming over when
kept going u with
keep taking these things
kept putting milk up
keeps looking at me
kept seeing people on
keep talking . Hello
keeps coming up to
keeps falling off .
keep talking about birds
keep expecting a bird
keep calling me Sarah
keep going ooh !
keep going up to
kept moaning saying ,
kept coming home with
kept phoning me up
keeps going God I
keep forgetting it ,
kept getting like two
keep coming with me
keeps going on like
keep telling me .
kept whistling at all
keeps changing her lipstick
keep cussing me .
Keep cussing me .
keep riding her bike
keep missing my way
Keep going . Alright
keep pulling him for
keep saying yeah after
keep saying yeah ,
keep cutting up ?
kept saying urgh !
keep going er er
keep going . So
keeps coming at me
kept feeding it moths
keeps dropping out [unclear]
kept drinking all the
Keep talking . All
keep making endu innuendos
Keep thinking [unclear] my
kept running out of
keep thinking well I
keep making them up
keep going , you
keep asking her because
kept going all the
keeps saying oh I
keep traipsing through her
keeps breaking up .
kept putting more water
kept touching me as
keeps eyeballing me so
keep going on .
keep saying , we
kept changing the places
keep trying , cos
kept saying , oh
keeps topping your glass
kept filling our glasses
keep waiting for one
keeps coming along ,
kept stressing it ,
keep getting killed and
keep going for like
keep coming out in
Keep banging his head
kept sending the wrong
keep cutting across each
keeps coming back to
keeps stocking up every
Keep looking as you
kept saying it several
keeps going on about
kept telling her to
keeps going on about
keeps going , oh
keeps growing his hair
keeps going , I
kept asking her ,
keep suffering [unclear] .
keeps going , the
kept coming over to
keep going [unclear] oh
kept running up to
keep going [unclear] Yeah
keep going because she
keep forgetting mine on
keeps coming back to
keep going . You
kept saying , ``
kept coming back and
keep saying `` Yes
keep going here and
keep complaining about the
keep paying for his
keep saying this ---
keep going , they
keep telling us about
keep shouting about they
keep going back to
keep using the word
keep going ? Well
keep saying that it
keep advertising because if
kept attracting her attention
kept drinking the water
keep watering like ,
keep saying it ,
keep making is that
keep going . That
keep going and the
keep going What about
keep doing well during
keeps stopping and the
keep going . Well
kept doing their job
keep stepping up your
keep putting kindling under
kept going round and
keep finding out why
keep seeing your hand
keeps saying , ''
kept going right through
kept asking ? And
keep flicking the erm
keep going , that
kept going ; two
kept going at two
keep telling me .
keep upgrading what we
keep asking the people
keep going their way
keep working hard ,
keep playing do n't
keep cropping up in
keeps hearing him and
keep trying even in
keep trying until he
keep waiting until ,
keep coming out ,
keep changing all the
Keep kicking ya .
kept picking me up
kept giving me money
keep adding it up
keeps going up charging
kept harping on all
keep being here and
kept looking [unclear] Angela
keep looking at that
keeps saying , Isle
kept coming up to
keeps scratching all the
keep knocking it off
keep calling it [unclear]
keeps rushing down there
keeps encouraging this thing
keeps doing for them
keeps chucking rubb ,
keep thinking your Ma
keep putting off .
keep going . Good
keep going on with
keep bringing bits back
keep telling me I
kept looking at me
Keep talking and we
keep calling her a
